Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Signal_Strength_dB,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Tag_Type,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Tagged_By,Tag_Weight_g,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Observation_Counts,Observation_Quality
B9243,Swallow,Europe,Mountain,Windy,Breeding,84.70247006837462,-118.2575319445193,-6.167186828573989,-54.90324633608506,3424.66,41.0,52.43,4541,671,26.7,36.6,57,975.0,8.7,No,95,-70.8,Jan,Nov,3,1,Satellite,Yes,7,Low,Poor,Yes,Injury,Researcher_C,6.3,Successful,No,9,91,Low
B9244,Eagle,North America,Wetland,Foggy,Feeding,58.376390965729996,-139.88634708148618,-71.62314838747636,-0.37771776828120096,2997.21,46.1,51.33,4287,512,-1.7,1.2,66,1001.1,3.9,Yes,23,-71.4,Mar,May,10,2,Radio,No,346,High,Fair,Yes,Predator,Researcher_A,19.6,Failed,No,90,78,Low
B9245,Hawk,North America,Wetland,Clear,Feeding,20.800725243359224,136.7847132772544,-70.48434603508838,173.85202659230526,3776.62,29.4,43.56,7399,717,17.4,2.7,38,992.9,12.3,Yes,42,-65.6,Jan,Mar,2,1,Satellite,Yes,234,Medium,Fair,Yes,Lost Signal,Researcher_C,5.8,Failed,Yes,24,36,Low
B9246,Stork,Asia,Wetland,Windy,Avoid Predators,59.49760570262305,-20.233257079523412,66.74101485938081,-115.8836954804245,2934.84,42.0,49.44,1531,843,27.3,35.1,64,1031.8,3.2,Yes,40,-71.5,May,Nov,12,8,GPS,No,70,High,Poor,No,Lost Signal,Researcher_C,18.0,Failed,Yes,100,70,High
B9247,Hawk,South America,Mountain,Foggy,Breeding,55.85206144516991,-123.4213410915261,25.29327461508639,-72.66483503793182,2451.72,55.8,47.99,8476,438,-9.2,42.1,48,1043.0,7.8,Yes,88,-67.6,May,Jun,14,5,GPS,No,89,Low,Good,No,Storm,Researcher_B,16.3,Failed,No,46,53,Moderate
B9248,Hawk,Australia,Wetland,Rainy,Climate Change,77.73314044064853,29.346274981627033,26.142173756648603,-25.767915957166622,2266.31,62.0,48.18,5595,160,17.6,36.7,57,958.4,13.1,No,31,-73.4,Oct,Jun,14,9,Radio,Yes,57,High,Fair,Yes,N/A,Researcher_C,29.7,Failed,No,33,92,Low
B9249,Hawk,Europe,Wetland,Rainy,Breeding,-20.507816995132515,-165.05789764466923,-17.19419841195112,-143.68021293031185,1678.96,35.9,44.96,4184,312,26.7,30.1,46,1022.7,15.3,No,90,-73.2,Sep,Jun,4,2,Radio,No,326,Low,Fair,No,Storm,Researcher_C,27.8,Successful,Yes,66,53,High
B9250,Eagle,North America,Grassland,Windy,Feeding,9.87340357546934,-26.14228033336036,-15.614221691247607,-82.06467533127187,2180.93,49.4,56.57,9959,196,10.3,46.2,87,1012.9,2.1,Yes,48,-65.3,Feb,Dec,4,4,Satellite,No,471,Medium,Good,No,Storm,Researcher_C,20.6,Failed,Yes,102,34,Moderate
B9251,Crane,Asia,Coastal,Windy,Climate Change,-72.24695573035574,32.512977495123636,-35.44061529432403,16.08792726766069,1950.69,66.3,51.73,4174,625,-1.4,10.2,50,1001.2,9.9,No,33,-75.6,Apr,Mar,14,6,GPS,No,53,High,Poor,Yes,Lost Signal,Researcher_A,18.2,Successful,Yes,37,68,Moderate
B9252,Hawk,South America,Grassland,Stormy,Climate Change,83.75677662941516,164.56321089407112,-11.815464007425604,-97.74069825944098,2896.39,57.1,53.83,1284,794,25.3,55.6,29,1009.2,5.5,Yes,19,-61.4,Feb,Oct,13,4,Radio,No,344,Medium,Fair,No,Injury,Researcher_A,11.9,Successful,Yes,96,67,Moderate
B9253,Goose,South America,Forest,Foggy,Feeding,87.32287247084997,-62.47268503749356,15.68251105323425,67.06259474538359,1913.73,53.6,50.12,3010,629,-6.0,42.9,55,1028.8,4.1,Yes,34,-68.9,Apr,Nov,5,6,Satellite,Yes,222,High,Good,Yes,N/A,Researcher_A,15.9,Successful,No,89,60,High
B9254,Goose,South America,Forest,Windy,Climate Change,52.0351646276163,95.41839475311997,-56.413969612833675,-54.83826644558769,1984.93,37.3,50.46,2838,615,14.0,46.7,73,963.4,13.0,No,40,-69.5,Jan,Jun,2,0,GPS,No,207,Medium,Good,No,Predator,Researcher_C,17.8,Failed,Yes,93,33,Low
B9255,Swallow,Australia,Urban,Rainy,Climate Change,-8.258223033299373,-132.22806699415344,-42.89697955477398,-147.6738229295408,2978.96,63.9,45.32,5430,176,-9.7,2.8,68,982.7,2.0,Yes,55,-47.6,Nov,Oct,14,3,Radio,Yes,293,Medium,Fair,No,N/A,Researcher_B,20.3,Failed,No,45,94,Low
B9256,Crane,Africa,Coastal,Rainy,Breeding,-0.6179848354156263,-23.910353987760033,-0.9442914879237492,95.23188895305509,2231.64,43.8,49.08,8887,621,11.2,34.3,69,961.5,12.1,Yes,57,-81.0,Nov,Mar,5,0,Radio,Yes,229,Medium,Excellent,No,Predator,Researcher_B,13.7,Successful,No,37,43,High
B9257,Swallow,Australia,Mountain,Rainy,Feeding,-11.633952062185742,-99.67149724303124,-20.73954563540653,24.269869503708946,2924.91,43.2,51.4,3041,456,30.4,30.5,85,1010.3,1.9,No,72,-55.3,Mar,Nov,2,9,GPS,Yes,295,Medium,Fair,Yes,Storm,Researcher_C,26.0,Successful,No,66,96,Moderate
B9258,Goose,South America,Grassland,Foggy,Avoid Predators,-37.20408542599852,-2.7115790845052743,57.50757242820961,116.95294178632633,3379.27,56.0,46.24,6981,321,31.9,51.0,57,986.5,19.5,No,76,-72.6,Sep,Oct,9,3,Satellite,No,299,High,Good,Yes,Lost Signal,Researcher_C,26.7,Failed,No,58,61,High
B9259,Warbler,Asia,Forest,Clear,Climate Change,5.002452998777983,-29.796530808283762,57.903664873826386,-50.34541783325025,2036.62,47.1,54.16,8587,738,-2.7,47.5,43,1035.2,8.2,No,90,-70.7,Oct,Dec,9,8,Radio,No,82,Medium,Excellent,No,Storm,Researcher_B,21.8,Successful,Yes,5,18,High
B9260,Goose,Europe,Mountain,Windy,Feeding,-80.37988748989797,172.72261798556877,-29.52143265042362,-173.02340326597368,2656.94,53.7,54.29,6126,285,17.9,19.5,73,968.1,18.2,No,38,-67.5,Nov,Jun,7,4,Satellite,Yes,280,Low,Poor,Yes,Predator,Researcher_C,26.3,Successful,Yes,64,22,Low
B9261,Stork,Australia,Wetland,Clear,Breeding,88.5396711486903,150.2992792514321,-8.85684959763131,-163.19214218419393,3959.3,57.6,51.76,9696,671,-7.5,8.6,39,1044.9,5.9,Yes,60,-69.7,Oct,Dec,1,9,GPS,Yes,393,Medium,Poor,No,Lost Signal,Researcher_B,21.7,Successful,Yes,97,10,Low
B9262,Hawk,Asia,Mountain,Foggy,Breeding,-13.670975670454652,29.594123879773463,85.78574965029307,106.36193587505659,2830.35,56.5,41.78,5802,588,20.6,16.2,43,1039.7,1.0,Yes,67,-74.3,Jan,Jun,5,0,Radio,Yes,420,Low,Good,No,Predator,Researcher_A,15.1,Successful,Yes,76,1,High
B9263,Warbler,South America,Grassland,Windy,Breeding,76.92598512667914,-116.45647995055683,58.94569499149151,-32.1691636393964,2967.91,45.0,53.47,2008,871,24.5,53.9,64,1036.6,7.2,Yes,55,-74.8,Feb,Mar,11,9,Radio,No,249,Medium,Excellent,Yes,Lost Signal,Researcher_C,23.2,Failed,Yes,3,52,Moderate
B9264,Goose,Europe,Coastal,Stormy,Climate Change,40.36886291880066,20.504516911878966,-51.18112503475725,171.4988538798475,2439.83,68.0,54.17,8404,493,10.6,23.1,96,961.2,18.0,No,82,-57.0,Feb,May,2,5,Satellite,Yes,257,Low,Fair,No,Storm,Researcher_A,22.3,Failed,Yes,79,3,Low
B9265,Eagle,North America,Urban,Windy,Avoid Predators,-37.810274964491875,105.14962019655803,-39.5587841002684,118.91101370289755,2592.59,85.9,41.45,5199,589,9.1,55.8,26,1021.3,10.1,No,73,-73.9,Jan,May,10,4,Satellite,No,105,Medium,Good,No,Injury,Researcher_C,19.7,Failed,No,60,93,High
B9266,Eagle,North America,Grassland,Windy,Breeding,-50.03052872857156,-166.3102396881695,-74.9735391165054,-174.19612224813676,2892.04,51.3,54.47,9546,463,14.7,23.2,95,981.9,11.3,Yes,91,-69.2,Sep,Apr,6,2,Radio,No,272,High,Fair,Yes,N/A,Researcher_B,12.7,Failed,No,39,61,High
B9267,Swallow,Asia,Coastal,Windy,Avoid Predators,89.22157807722411,-23.74943448426359,32.008165671119386,133.1928720356451,1913.14,62.6,50.31,8417,523,3.2,59.3,82,977.9,17.3,No,84,-92.6,Nov,Jun,1,8,GPS,Yes,33,High,Good,Yes,N/A,Researcher_C,6.8,Failed,No,43,30,Low
B9268,Warbler,Europe,Forest,Windy,Feeding,48.98274390972642,-164.64711066139634,-32.95884599382168,-103.36817740492847,1829.44,55.2,53.89,4767,331,11.7,17.5,92,1035.6,9.8,Yes,67,-65.7,Sep,Oct,1,7,Radio,No,448,High,Excellent,Yes,Storm,Researcher_B,10.1,Failed,Yes,94,83,Low
B9269,Swallow,Asia,Forest,Windy,Breeding,-45.060934653118636,-92.17514248274742,6.587133681585016,-4.944625405548777,2701.45,47.9,65.15,4108,895,29.2,25.1,30,1040.1,14.4,Yes,86,-65.2,Feb,Mar,7,8,GPS,Yes,498,Low,Excellent,Yes,Lost Signal,Researcher_B,16.6,Successful,Yes,6,41,High
B9270,Hawk,Europe,Mountain,Foggy,Climate Change,-77.85989132809308,-146.83872254366568,48.26561074530852,2.2036852575899673,2382.78,52.1,44.68,5278,805,-5.0,18.9,58,993.7,5.1,No,67,-80.8,Nov,Nov,6,4,GPS,No,268,High,Good,No,Storm,Researcher_A,22.7,Successful,Yes,9,1,Low
B9271,Hawk,Europe,Grassland,Windy,Breeding,35.44497815424816,165.80818160102967,60.486312128344,-158.50036722406904,1839.17,44.2,49.26,6539,702,14.8,59.4,52,969.0,6.2,Yes,35,-53.1,May,Mar,12,3,Satellite,Yes,34,Low,Good,No,Lost Signal,Researcher_A,11.1,Failed,No,79,42,Low
B9272,Stork,Asia,Forest,Foggy,Climate Change,-35.45703777400625,-119.22168499907212,-31.43441806675459,-134.76036728803936,1726.19,42.6,51.75,3678,863,4.3,25.6,62,979.3,18.9,Yes,81,-69.5,Oct,Jun,4,3,Radio,No,8,Medium,Poor,No,Predator,Researcher_C,28.8,Failed,No,80,27,Moderate
B9273,Crane,Europe,Wetland,Windy,Feeding,-50.160453727010875,-125.96260235894931,-47.29555132660553,-27.702935486855807,3017.52,42.9,46.05,1460,873,24.2,48.6,32,1003.0,18.2,Yes,25,-62.1,Mar,Jun,3,5,Radio,Yes,189,High,Fair,No,Storm,Researcher_A,18.7,Failed,Yes,103,81,High
B9274,Swallow,Australia,Wetland,Windy,Avoid Predators,42.288734726880506,169.93978792954528,62.73654707013489,51.34351555992535,2482.06,53.1,60.79,6862,634,5.1,9.5,71,1046.1,13.0,Yes,70,-80.6,Nov,Mar,14,4,Radio,No,123,Medium,Poor,No,Injury,Researcher_C,23.3,Failed,Yes,21,88,Low
B9275,Hawk,South America,Urban,Foggy,Avoid Predators,32.26703807778256,5.7482245091064215,-21.37125391327119,-84.80988815747745,2287.54,57.9,40.38,8346,559,25.8,5.9,71,1034.2,18.5,Yes,79,-63.4,May,Apr,2,3,Radio,No,340,High,Poor,No,Storm,Researcher_C,11.6,Failed,Yes,117,87,High
B9276,Swallow,Europe,Mountain,Windy,Avoid Predators,-3.345718543165603,92.87461130563707,57.95966526825521,9.504347737926963,2489.62,51.0,56.5,6636,460,7.9,53.8,11,1022.9,10.0,Yes,29,-76.1,May,Apr,6,4,Satellite,Yes,78,Medium,Fair,No,Predator,Researcher_A,15.3,Successful,Yes,41,86,Low
B9277,Hawk,Australia,Forest,Rainy,Breeding,79.67806789866717,-62.16672557896737,-63.04263288453575,-43.51126370567192,2518.45,49.3,47.18,2765,557,17.8,23.8,71,966.2,13.9,No,14,-74.9,Jan,Nov,12,6,Radio,Yes,178,Medium,Excellent,No,Injury,Researcher_A,12.1,Failed,Yes,84,94,High
B9278,Goose,Europe,Urban,Windy,Breeding,32.334905890348395,11.829854136547965,74.14369386768448,46.930862070888,2394.1,57.6,48.59,1864,436,21.5,43.0,28,1023.1,2.7,No,18,-76.9,May,Nov,9,6,Satellite,No,160,Medium,Poor,No,N/A,Researcher_B,6.6,Successful,Yes,52,44,High
B9279,Swallow,Australia,Wetland,Stormy,Feeding,70.81552091158366,-177.53266365201966,-3.0373817169718365,-27.202571533485695,1676.6,38.0,53.85,2310,164,4.4,25.3,79,1024.8,19.7,Yes,88,-67.0,May,Nov,13,5,Radio,No,228,High,Good,Yes,Predator,Researcher_B,6.3,Successful,Yes,80,52,High
B9280,Goose,Asia,Urban,Foggy,Avoid Predators,-55.700470377050564,-32.82535030413024,-59.37598979967241,126.58791597180385,2693.52,40.9,54.38,7323,678,8.9,48.7,53,984.4,6.5,Yes,81,-59.6,Mar,May,11,1,Radio,Yes,83,Low,Fair,Yes,Predator,Researcher_A,11.1,Successful,Yes,59,92,High
B9281,Swallow,North America,Urban,Windy,Feeding,-36.603736185440034,19.8323231198234,6.312267047241789,174.14786467784342,2006.81,48.9,55.76,3787,207,27.9,36.8,96,1018.3,2.3,Yes,15,-61.5,Sep,Apr,9,9,GPS,No,70,Medium,Excellent,No,Lost Signal,Researcher_B,18.8,Successful,No,9,61,Moderate
B9282,Crane,Africa,Forest,Windy,Climate Change,-71.18637593512892,5.1876588596845465,66.60287674726712,148.6986597086365,2298.17,42.1,53.07,1028,657,9.9,43.5,80,994.3,12.3,Yes,75,-73.7,Mar,May,14,5,Satellite,No,292,High,Excellent,No,Lost Signal,Researcher_A,10.7,Failed,No,106,9,Low
B9283,Stork,Europe,Forest,Foggy,Breeding,-35.17560038303363,-33.90491260196788,-19.92148762336363,-119.30247524814271,2724.15,61.6,51.62,3668,767,11.1,45.8,85,1020.4,15.2,Yes,33,-81.3,Feb,May,3,9,Radio,Yes,312,Medium,Excellent,Yes,Storm,Researcher_B,13.5,Successful,No,108,21,Low
B9284,Eagle,Africa,Forest,Clear,Avoid Predators,84.92009925714848,103.64675894800081,-57.94892874637808,-15.416035695444236,2888.53,37.9,44.18,1155,589,16.3,10.4,62,998.8,19.8,Yes,73,-81.3,Sep,Nov,1,4,GPS,No,41,Medium,Excellent,No,Storm,Researcher_B,12.6,Failed,No,37,53,High
B9285,Eagle,Europe,Mountain,Rainy,Breeding,83.31412429661412,0.5906975953348592,13.780109729123538,-14.825620563161266,2658.95,44.1,52.45,4176,583,25.2,21.3,49,1039.3,6.8,Yes,40,-67.2,May,Dec,1,6,GPS,No,14,Medium,Fair,No,Storm,Researcher_A,28.4,Failed,No,32,29,Low
B9286,Eagle,Asia,Urban,Rainy,Avoid Predators,46.869543819178375,49.00338851253824,60.204080084867826,122.56790102914823,2559.18,45.5,43.97,8854,864,-6.8,19.0,41,1033.0,14.3,No,52,-79.9,Nov,Jun,9,5,GPS,No,177,Low,Excellent,Yes,Predator,Researcher_C,6.7,Failed,Yes,60,5,Moderate
B9287,Goose,Asia,Urban,Windy,Avoid Predators,3.7886873009323097,-113.53639261175034,-68.1563203135827,-51.41184342493324,2951.04,54.0,56.3,7645,147,16.9,36.9,84,1012.5,8.9,No,17,-72.1,Apr,Nov,4,8,Radio,No,218,High,Poor,Yes,Predator,Researcher_B,6.9,Successful,Yes,23,93,High
B9288,Warbler,Australia,Mountain,Foggy,Breeding,50.54036378260409,130.14003470800458,-82.54650462252994,17.856672977573737,2715.53,45.5,49.49,3503,797,28.9,3.1,64,1025.7,7.6,Yes,99,-60.7,Apr,Oct,3,4,Satellite,Yes,151,Medium,Good,No,Predator,Researcher_A,26.1,Failed,No,112,86,Low
B9289,Hawk,Europe,Wetland,Stormy,Breeding,9.627651218469595,-49.37897451973271,-79.86717115526814,39.340441163915756,2029.18,36.3,51.23,3357,444,5.2,9.6,53,1028.0,15.4,Yes,32,-79.7,Sep,Apr,3,7,Radio,No,318,Medium,Fair,No,Predator,Researcher_A,17.7,Successful,No,82,7,High
B9290,Eagle,Asia,Grassland,Windy,Feeding,-89.36846915914019,-6.442692002473478,-48.51203045391793,-139.85251718500643,2945.56,56.2,49.31,1597,453,20.8,0.1,11,1009.0,11.7,Yes,73,-54.0,Jan,Nov,2,1,Radio,No,484,Medium,Good,No,Injury,Researcher_B,9.3,Successful,No,65,58,Low
B9291,Crane,Asia,Wetland,Rainy,Breeding,0.27847330985079566,-53.20987926312729,-88.68563977076562,20.866007013949655,2911.39,50.3,46.51,6951,412,1.6,23.4,38,1010.9,12.9,No,72,-63.4,Nov,Oct,3,7,Radio,No,475,High,Good,No,Injury,Researcher_B,10.7,Successful,No,114,96,High
B9292,Eagle,Europe,Mountain,Windy,Breeding,17.806220281989454,141.08658336257554,-12.838901507768185,-91.13706419233242,2583.81,44.9,56.65,3059,127,-5.1,26.3,80,1009.3,5.0,No,34,-73.7,Mar,Nov,14,7,Radio,No,188,Low,Good,No,N/A,Researcher_C,28.6,Failed,No,119,56,Moderate
B9293,Swallow,Australia,Urban,Foggy,Breeding,-42.165295649459246,144.2664529064038,35.59490170576504,-105.61792307707348,2815.79,54.8,48.2,3999,602,-2.3,10.8,38,955.6,10.0,No,39,-66.6,Apr,Jun,7,4,Satellite,No,165,Low,Poor,Yes,Predator,Researcher_C,28.7,Successful,No,36,78,Low
B9294,Goose,Australia,Urban,Stormy,Climate Change,-53.40715843650092,-99.2576359403125,37.88247406883076,-89.8863911451823,2623.09,63.4,43.61,4730,384,22.5,10.3,64,1030.4,4.2,No,52,-63.1,Oct,Mar,11,1,Radio,No,362,Medium,Poor,Yes,Storm,Researcher_A,26.2,Failed,Yes,110,89,Low
B9295,Warbler,Australia,Forest,Clear,Climate Change,-40.714362934982766,90.97724007444009,24.608074183399168,-144.23328047967811,864.89,54.0,43.62,5899,880,16.6,25.7,14,1044.3,17.9,No,71,-59.6,Sep,Dec,13,5,Satellite,Yes,56,Medium,Fair,No,Storm,Researcher_C,10.9,Failed,No,74,80,High
B9296,Swallow,Australia,Forest,Stormy,Climate Change,22.25299491321583,-142.96192354504828,-36.68397577289877,-154.89710977609667,2300.29,47.1,46.11,5044,333,-1.2,14.9,11,1010.6,4.0,Yes,76,-86.8,Mar,Dec,4,4,Radio,No,107,High,Excellent,No,N/A,Researcher_B,29.1,Failed,Yes,24,71,Moderate
B9297,Warbler,North America,Urban,Windy,Feeding,-63.70845931160055,-169.25387280919261,42.46878702751519,52.871892984195824,2419.5,54.4,40.75,5237,759,-8.4,4.5,51,1035.4,16.6,Yes,83,-67.5,Nov,Jun,11,0,Radio,No,59,High,Excellent,Yes,Lost Signal,Researcher_B,10.8,Failed,Yes,46,67,Moderate
B9298,Swallow,Europe,Urban,Rainy,Feeding,39.659094239309894,121.17028086007628,13.767762172489185,158.75239099949277,2406.17,35.3,51.37,8299,474,27.2,55.3,30,950.8,7.7,No,18,-76.7,Nov,Mar,1,5,Radio,Yes,234,Low,Excellent,Yes,Storm,Researcher_B,18.2,Failed,No,98,15,Low
B9299,Swallow,North America,Coastal,Foggy,Avoid Predators,-13.918532226910301,-132.7758676128198,65.01225541812579,67.67986361186308,2253.42,49.9,50.42,5740,624,21.5,51.9,21,1003.3,14.3,No,76,-56.3,Nov,Apr,11,6,Satellite,No,322,Low,Excellent,No,Injury,Researcher_A,24.4,Failed,No,29,22,Moderate
B9300,Stork,Asia,Forest,Windy,Feeding,-26.397385343041407,-124.27822157004297,-3.959007206529904,-67.73198089941377,2484.98,50.2,38.22,4369,171,10.3,3.2,35,982.2,14.4,No,53,-72.6,Jan,Jun,4,6,GPS,Yes,201,Low,Excellent,No,Storm,Researcher_B,5.3,Failed,Yes,14,96,High
B9301,Stork,North America,Forest,Clear,Breeding,55.30163250246352,38.37177334584115,-57.573484215198654,-59.383225812098004,2883.87,43.7,53.0,4620,738,-0.7,12.3,29,952.1,12.2,Yes,17,-62.0,May,Nov,3,3,Radio,Yes,143,Low,Excellent,Yes,Lost Signal,Researcher_B,21.8,Successful,Yes,85,38,High
B9302,Hawk,Australia,Wetland,Foggy,Avoid Predators,1.0913848985747876,114.03666595583041,24.237509946151278,14.90011316068751,2623.17,66.7,47.43,8547,284,33.5,42.4,14,1003.0,3.4,No,87,-51.4,Sep,Nov,4,1,Satellite,Yes,50,Medium,Good,No,Storm,Researcher_A,14.2,Failed,No,55,11,Low
B9303,Goose,Asia,Urban,Foggy,Breeding,-21.88789898563293,-111.7436687852248,-62.85883871626966,131.86867547220203,2411.64,45.2,47.66,5019,461,7.0,4.1,77,984.4,17.0,No,12,-85.0,Feb,Mar,9,7,Satellite,Yes,174,High,Fair,Yes,Lost Signal,Researcher_B,6.7,Successful,Yes,83,12,High
B9304,Crane,North America,Urban,Foggy,Avoid Predators,68.06784880090882,-138.89079550357215,83.36607202947945,-107.1127618745104,1535.16,55.7,41.28,4313,680,31.7,55.1,50,1027.0,7.6,Yes,44,-67.8,Sep,Oct,6,1,Satellite,Yes,399,High,Good,Yes,Lost Signal,Researcher_C,21.5,Successful,Yes,40,95,Moderate
B9305,Crane,North America,Mountain,Windy,Feeding,-23.71470620409437,-152.1639556196929,36.59133415812549,-11.335909754149213,3031.31,49.0,57.31,7698,709,0.0,0.9,83,1046.8,9.3,No,20,-56.0,Mar,Mar,10,3,Satellite,Yes,262,High,Poor,No,Storm,Researcher_C,8.8,Failed,Yes,54,41,Moderate
B9306,Crane,Europe,Wetland,Clear,Climate Change,64.6200509298067,-171.05529182923684,46.13793973604055,-0.37917992057629135,2263.8,37.6,51.92,7857,737,29.8,32.2,21,995.7,11.3,Yes,22,-63.4,Feb,Oct,9,4,Radio,No,329,High,Good,No,Predator,Researcher_B,15.0,Failed,No,74,1,Moderate
B9307,Swallow,North America,Grassland,Windy,Breeding,0.7557657232604953,-138.06750605109409,32.26831964413344,155.24050399527954,3365.39,36.9,50.34,7454,660,14.5,24.1,73,1042.5,1.4,Yes,31,-54.9,May,Mar,4,6,Radio,Yes,140,Medium,Poor,Yes,N/A,Researcher_B,20.6,Successful,No,77,15,High
B9308,Stork,Asia,Grassland,Foggy,Avoid Predators,-52.5587224580987,159.36908744472004,-72.43927741375789,13.015036136792816,2062.83,44.4,44.03,8432,225,32.5,28.6,60,956.8,15.9,Yes,55,-71.1,Feb,Jun,8,4,Radio,No,346,Low,Poor,No,Storm,Researcher_A,27.4,Successful,No,46,56,High
B9309,Goose,Australia,Grassland,Foggy,Climate Change,20.307273859995078,-145.69829546959375,-6.246032498086507,101.10912237651792,2857.0,52.9,51.31,3380,366,-4.4,43.5,55,1036.3,3.1,No,70,-61.3,Feb,Jun,11,6,Radio,No,417,Medium,Poor,No,N/A,Researcher_B,8.3,Failed,No,33,56,High
B9310,Swallow,Europe,Coastal,Rainy,Breeding,-38.641765271406975,35.12123066704345,27.254743724229385,-148.39157523626977,2434.25,32.2,55.21,7432,585,34.6,1.7,78,966.8,16.8,No,44,-51.1,Jan,Jun,5,5,Radio,Yes,227,High,Excellent,No,Storm,Researcher_B,27.0,Failed,No,119,62,Moderate
B9311,Warbler,North America,Forest,Stormy,Breeding,-63.512076208284874,151.54790000977073,-48.71594284470731,-62.30749940663463,1911.21,37.0,52.71,9193,746,-0.9,37.3,84,991.2,19.2,Yes,72,-66.6,Mar,Dec,10,8,GPS,Yes,101,Low,Excellent,Yes,Predator,Researcher_B,27.5,Failed,No,109,81,High
B9312,Stork,Europe,Grassland,Windy,Climate Change,-74.42471314839969,46.01525067942191,32.310379243702286,40.1124431801056,2970.56,43.9,45.41,5630,755,-5.8,50.2,39,999.7,10.7,No,74,-48.1,Jan,Mar,2,8,Satellite,Yes,147,Low,Excellent,Yes,Storm,Researcher_B,13.3,Successful,No,37,61,Low
B9313,Stork,Africa,Mountain,Clear,Feeding,-46.49447955646044,-168.21152837159485,57.579385542962115,63.94965549120303,1692.69,48.6,55.72,1783,629,15.4,42.3,36,1048.4,13.9,No,37,-71.5,Sep,Dec,2,8,Satellite,No,190,Low,Poor,Yes,Storm,Researcher_C,24.0,Failed,Yes,100,14,Low
B9314,Eagle,Europe,Forest,Foggy,Climate Change,42.57983556039443,34.70897059774646,-40.512603704706876,138.6763742491567,2584.77,50.6,50.19,5343,297,20.6,22.1,55,1041.2,14.5,Yes,27,-69.5,May,Jun,6,2,Radio,Yes,271,Low,Poor,Yes,Predator,Researcher_C,20.3,Successful,No,8,70,Low
B9315,Eagle,Australia,Forest,Windy,Feeding,60.83986002763368,145.1035104626074,-54.0714059521636,32.55254813612862,2560.97,47.2,56.25,1213,341,7.1,11.1,86,988.6,4.2,Yes,17,-72.4,May,May,10,2,GPS,No,431,Low,Excellent,No,Storm,Researcher_A,14.1,Failed,Yes,10,68,High
B9316,Goose,Africa,Grassland,Stormy,Avoid Predators,65.1097522767459,-63.87874737115442,68.96879602828002,-75.75148417746905,2134.79,44.4,39.22,5593,470,21.4,42.9,34,1002.5,6.3,Yes,64,-61.7,Sep,May,4,3,Radio,Yes,75,Low,Excellent,Yes,Injury,Researcher_A,18.3,Failed,Yes,104,39,High
B9317,Warbler,Africa,Forest,Windy,Feeding,-41.37331073221014,-67.09394535449601,-89.0649913023779,14.074285930820736,3101.24,38.1,39.26,3155,735,32.6,21.7,88,1033.1,18.4,Yes,42,-75.2,Oct,Dec,2,0,Satellite,Yes,455,High,Poor,No,Predator,Researcher_C,22.8,Successful,No,28,46,Low
B9318,Goose,Europe,Wetland,Stormy,Avoid Predators,28.975127930161534,-90.40910806770947,-43.96553128621284,76.15080334494348,2615.06,53.1,47.38,9230,826,25.8,48.0,75,1014.6,4.5,Yes,77,-62.4,Feb,Mar,2,9,Satellite,Yes,295,High,Poor,No,Storm,Researcher_A,6.3,Successful,No,23,81,Moderate
B9319,Goose,Asia,Wetland,Windy,Avoid Predators,-48.536269215312686,1.9960513006608096,-16.788528333735087,102.36427405840516,3375.35,52.0,48.26,2005,661,29.9,1.6,84,1030.4,18.9,No,62,-79.2,Jan,May,9,6,GPS,No,348,High,Excellent,No,Predator,Researcher_A,15.1,Successful,No,69,36,High
B9320,Swallow,Australia,Grassland,Rainy,Avoid Predators,22.097180514283252,-94.3405754006356,31.006749381641626,160.0503374481628,2638.2,63.5,54.48,5467,867,30.4,0.7,10,1023.4,15.0,Yes,25,-62.0,Jan,May,12,4,GPS,No,392,Medium,Poor,No,N/A,Researcher_C,8.6,Failed,Yes,32,94,High
B9321,Hawk,Asia,Mountain,Windy,Avoid Predators,69.69797874750543,80.56395770365066,89.47142900274093,-111.32904864058429,2771.26,50.9,54.24,8189,201,3.5,29.5,31,969.8,3.5,Yes,25,-65.3,Nov,Jun,6,9,Satellite,No,63,Medium,Fair,Yes,Lost Signal,Researcher_A,8.4,Failed,No,21,3,Low
B9322,Goose,Australia,Forest,Rainy,Breeding,-82.63913713162535,52.15022907106035,-23.252688917518356,57.94025786667217,1432.63,48.5,58.16,9379,168,21.8,7.0,74,1049.2,16.3,Yes,32,-60.6,Oct,Dec,9,7,GPS,No,210,Medium,Fair,Yes,Injury,Researcher_A,5.8,Successful,Yes,24,44,Low
